Freq (Hz), Test Phi (deg), Test Theta (deg), Probe Phi (deg), S11 (db), S11 (deg), S12 (db), S12 (deg), S21 (db), S21 (deg), S22 (db), S22 (deg)
5.195300000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-1.154395000000000060e+01,-1.400859000000000094e+02,-7.799560999999999744e+00,-4.612500000000000000e+01,-7.125732000000000177e+00,-5.766991999999999763e+01,-1.259863000000000000e+01,-1.098944999999999936e+02
5.207600000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-1.380419999999999980e+01,-1.650859000000000094e+02,-7.405762000000000178e+00,-1.179492000000000047e+02,-6.537109000000000059e+00,-1.287500000000000000e+02,-3.283984000000000236e+01,-1.700859000000000094e+02
5.219900000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-1.301074000000000019e+01,1.767187000000000126e+02,-7.565430000000000099e+00,1.702031000000000063e+02,-6.543701000000000434e+00,1.588437999999999874e+02,-1.613769999999999882e+01,-5.989842999999999762e+01
5.232200000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-1.200244000000000000e+01,1.414531000000000063e+02,-7.751953000000000316e+00,1.003397999999999968e+02,-6.861083999999999961e+00,8.866013999999999839e+01,-1.416845999999999961e+01,-1.307421999999999969e+02
5.244500000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-1.201806999999999981e+01,1.028593999999999937e+02,-7.815917999999999921e+00,3.072948999999999842e+01,-6.930419999999999803e+00,1.945995999999999881e+01,-1.614551000000000158e+01,1.337968999999999937e+02
5.256800000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-1.204979999999999940e+01,5.989061999999999841e+01,-7.953125000000000000e+00,-3.829296999999999684e+01,-7.047607000000000177e+00,-4.972460999999999842e+01,-1.394824000000000019e+01,3.125879000000000119e+01
5.269100000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-1.240332000000000079e+01,8.960449000000000552e+00,-8.006835999999999842e+00,-1.065039000000000016e+02,-7.182128999999999763e+00,-1.176483999999999952e+02,-1.193798999999999921e+01,-3.856835999999999842e+01
5.281400000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-1.414208999999999961e+01,-4.327537999999999840e+01,-7.820801000000000336e+00,-1.751171999999999969e+02,-6.980224999999999902e+00,1.743750000000000000e+02,-1.310889000000000060e+01,-9.614060999999999524e+01
5.293700000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-1.674120999999999881e+01,-7.991015000000000157e+01,-7.582764000000000060e+00,1.149960999999999984e+02,-6.614014000000000060e+00,1.047343999999999937e+02,-2.001073999999999842e+01,-1.519218999999999937e+02
5.306000000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-1.603613000000000000e+01,-1.027460999999999984e+02,-7.516846000000000139e+00,4.351171000000000078e+01,-6.576660000000000394e+00,3.326561999999999841e+01,-2.524219000000000079e+01,-2.135351999999999961e+01
5.318300000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-1.460059000000000040e+01,-1.432031000000000063e+02,-7.649901999999999980e+00,-2.677148000000000039e+01,-6.756835999999999842e+00,-3.662890000000000157e+01,-1.632129000000000119e+01,-7.873046999999999684e+01
5.330600000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-1.538916000000000039e+01,1.716562999999999874e+02,-7.697021000000000335e+00,-9.585155000000000314e+01,-6.750244000000000355e+00,-1.054608999999999952e+02,-1.578515999999999941e+01,-1.330703000000000031e+02
5.342900000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-1.834179999999999922e+01,1.339296999999999969e+02,-7.637694999999999901e+00,-1.661796999999999969e+02,-6.639403999999999861e+00,-1.752031000000000063e+02,-1.809179999999999922e+01,1.617187999999999874e+02
5.355200000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-2.260058000000000078e+01,1.085742000000000047e+02,-7.685791000000000039e+00,1.233281000000000063e+02,-6.555176000000000336e+00,1.143164000000000016e+02,-1.937108999999999881e+01,6.777733999999999526e+01
5.367500000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-2.873730000000000118e+01,1.100039000000000016e+02,-7.814453000000000316e+00,5.352929000000000315e+01,-6.583008000000000415e+00,4.417188000000000159e+01,-1.656053999999999959e+01,-1.606542999999999921e+01
5.379800000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-2.518945000000000078e+01,1.303906000000000063e+02,-7.752196999999999782e+00,-1.626268999999999920e+01,-6.562987999999999822e+00,-2.590233999999999881e+01,-1.575731999999999999e+01,-8.136718999999999369e+01
5.392100000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-2.275096999999999881e+01,9.103516000000000474e+01,-7.824462999999999724e+00,-8.679688000000000159e+01,-6.545653999999999861e+00,-9.634375000000000000e+01,-1.987695000000000078e+01,-1.524453000000000031e+02
5.404400000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-2.703613000000000000e+01,4.893164000000000158e+01,-7.798828000000000316e+00,-1.580312000000000126e+02,-6.569335999999999842e+00,-1.673750000000000000e+02,-2.370605000000000118e+01,3.105957000000000079e+01
5.416700000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-2.823338999999999999e+01,8.145701999999999998e+01,-8.026854999999999407e+00,1.301015999999999906e+02,-6.740478999999999665e+00,1.210156000000000063e+02,-1.428369000000000000e+01,-6.472265000000000157e+01
5.429000000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-2.105957000000000079e+01,3.849804000000000315e+01,-8.559082000000000079e+00,6.087500000000000000e+01,-7.018310999999999744e+00,5.161326999999999998e+01,-1.235497999999999941e+01,-1.369921999999999969e+02
5.441300000000000000e+09,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,-1.840332000000000079e+01,-2.507714999999999961e+01,-8.629882999999999527e+00,-7.291015999999999941e+00,-7.052001999999999882e+00,-1.814844000000000079e+01,-1.322803000000000040e+01,1.451484000000000094e+02
